,AppOK,AppData,DataFile,EMFOK,DskLocal,PrtThread,GDIIN,PrtSpool,PrtDriver,GDIOUT,DrvSet,DrvOK,PrtDataOut,PrtSel,PrtPath,NetOK,NtwrkCnfg,PTROFFLINE,PrtCbl,LclOK,PrtPort,CblPrtHrdwrOK,DS_NTOK,PrtMpTPth,DS_LCLOK,NetPrint,PC2PRT,DSApplctn,PrtOn,PrtData,PrtPaper,PrtMem,PrtTimeOut,FllCrrptdBffr,TnrSpply,Problem1,AppDtGnTm,PrntPrcssTm,DeskPrntSpd,CmpltPgPrntd,PgOrnttnOK,PrntngArOK,NnPSGrphc,GrphcsRltdDrvrSttngs,EPSGrphc,PSGRAPHIC,Problem4,PrtPScript,TTOK,FntInstlltn,PrntrAccptsTrtyp,NnTTOK,ScrnFntNtPrntrFnt,TrTypFnts,Problem5,LclGrbld,NtGrbld,GrbldOtpt,HrglssDrtnAftrPrnt,REPEAT,AvlblVrtlMmry,PSERRMEM,TstpsTxt,GrbldPS,IncmpltPS,PrtFile,PrtIcon,Problem6,Problem3,NtSpd,PrtQueue,Problem2,PrtStatPaper,PrtStatToner,PrtStatMem,PrtStatOff
DrvSet,0.8126629857364193,0.8115552715955228,0.7948376309223536,0.7928428424114206,0.8370201996223999,0.8122836000690068,0.8073168647172941,0.822428505286425,0.8508554733492533,0.800111160136356,0.0,0.8570220776682828,0.7783405651612115,0.8774169007362485,0.8298327646525997,0.8268413944977675,0.8431849387339786,0.796639933973723,0.8267770564432877,0.8015190623396349,0.8288497232552944,0.7991045303793052,0.7788479597582835,0.8095856285717474,0.7927184893328861,0.8256916670702594,0.7928654876069231,0.8268689608505371,0.8145487430052265,0.8196061842277251,0.8163455528391567,0.8461161478797966,0.813777926992054,0.8507700884683713,0.8432997941079874,0.7578401868241781,0.8240533427154018,0.8237579297506737,0.8174738565982922,0.7792720696105513,0.8625170963780102,0.8093306499845763,0.8257834587316712,0.8931713364253681,0.866794430787618,0.830233882128507,0.8351763025910377,0.8116114075771449,0.8303132511836803,0.801873310862158,0.8381163446900682,0.7754510813497175,0.8677419337750052,0.8314075794570344,0.8368420445377945,0.8493785294651708,0.8423207769990149,0.8620212358414387,0.8051019034731522,0.8121728882248832,0.8211439187951532,0.8245882744713179,0.798213359813252,0.8632045437567343,0.8366722083677091,0.8300623329348786,0.8415386489446688,0.8109728074409613,0.8560766348366537,0.8119949168608599,0.8018888623587803,0.8243533237306279,0.8221636318737024,0.8038539341747699,0.8170753953314196,0.7968702166678426
DrvOK,0.8431817428191795,0.8003578081509697,0.7815008334620669,0.7909825261891879,0.8809433070636388,0.836390097113617,0.8034707035929095,0.8098462133381297,0.8861433403078901,0.7995291251940038,0.8570220776682828,0.0,0.7951403577865188,0.8653271787327494,0.8645052757207359,0.8367993670981337,0.8372229841622342,0.8203352193580931,0.8393298386102012,0.862138975227565,0.844895307304271,0.8389856822217003,0.8065900650841442,0.8215701146577712,0.8181516090146488,0.8179757740925389,0.8376250596929259,0.8356455831599605,0.8448251532526001,0.834472152842348,0.8042306931264372,0.8286800448165512,0.8467266314420698,0.8336589427838899,0.8613128864872616,0.8249370836326751,0.7806539421894937,0.7952753388635382,0.7800225630392768,0.7796206783718957,0.8144660173831724,0.8226223315759734,0.795989034053579,0.853463926467602,0.8504522078713581,0.833751271008475,0.801766431181006,0.836372288311573,0.8590361212801378,0.8378411016023252,0.8142115083540123,0.7770275567554497,0.816336736531674,0.7818658227853446,0.7873595845588199,0.8493199291468219,0.8337972000013628,0.8813864119437301,0.8099321892609055,0.796463535621193,0.8128478190973654,0.8319274887500396,0.8284698424311259,0.8433012562433346,0.8150660950542254,0.851100072556582,0.868221878284404,0.7796536261219906,0.8389826256077889,0.7835504904863521,0.805519556729977,0.8247300044687969,0.8197450347865902,0.8363859246515019,0.8263250475614069,0.846821374142445
PrtDataOut,0.8102219699389401,0.8192649819964845,0.7873723877299479,0.8329581652679088,0.7942024706912227,0.8147500069284561,0.8325199366194854,0.7996302800574803,0.7920396306434395,0.8814377732397244,0.7783405651612115,0.7951403577865188,0.0,0.7928161318646939,0.8385896584796051,0.814032700874821,0.7828526674434834,0.8229816839106514,0.8319434050667103,0.849558955179116,0.8289257621264958,0.8380449673637264,0.8452439762775733,0.7819768000380259,0.8696906139142229,0.8037196498595951,0.8393209886553327,0.7705910615606546,0.7829609089348634,0.8404916772430087,0.7941176936772398,0.752674716955723,0.7792483181777614,0.7771483203845884,0.7780887119560383,0.7408733895072598,0.7400025630804987,0.7822500771428694,0.7836092763290241,0.8244955776859981,0.7718714456024083,0.793314816971913,0.785858113351377,0.7465790216992285,0.7654153650539437,0.7644580025314541,0.7134818470596727,0.7779609176207213,0.7761448911439471,0.7963139017891876,0.7723752639670048,0.7680523902358549,0.7426800177375075,0.7790576655298372,0.7537508628894027,0.773128290634608,0.7604273926052266,0.7749981551011746,0.8112265657857548,0.7611403989411426,0.7776824930146812,0.7575764943305773,0.8288758360401826,0.7770390617314635,0.7898899050582643,0.8358095313937955,0.7808696061117211,0.7425359689993956,0.7735319045057258,0.7888126970913886,0.7658515827747212,0.7387587506427701,0.8182727136213729,0.7782294638250753,0.8231180854082261,0.8008072967679636
PrtSel,0.8384278313297671,0.8030339757196177,0.7949323474939672,0.8020965685649432,0.8352356403692738,0.8185533917830878,0.79837061685613,0.8351446661526564,0.8485735769223558,0.8181659908862867,0.8774169007362485,0.8653271787327494,0.7928161318646939,0.0,0.8550312140069851,0.84482354922576,0.8573593393926,0.8075782481216204,0.8381948038102681,0.8332253409223049,0.8698040349420579,0.8301170443063082,0.8256093755468564,0.8279962134391088,0.8459782387304406,0.8367542190313455,0.8299067031749351,0.8518920107461871,0.8450052476591486,0.8446068983740043,0.8254364321259021,0.819106476635821,0.8188221386343153,0.8316230796035826,0.8239870271347739,0.7770135510369321,0.8029085845187901,0.7913952759270929,0.8053003321357599,0.8040399202812439,0.8514116039563179,0.8259933524788543,0.8098054883600815,0.8539158006886924,0.8508848061567782,0.8333173480868933,0.8016013626736341,0.8331443428794796,0.8266181401331444,0.8213896067931892,0.8294216041714474,0.7868025553436138,0.8429072584373841,0.8137484721268844,0.8215507981541342,0.8491756175370917,0.8237794855256662,0.8510983422182625,0.7946762132287091,0.8208724199716437,0.7944758465538977,0.8137199356318507,0.8155786889521612,0.8621789622484755,0.8249222492942043,0.8205695379541038,0.8352910737299661,0.7925366267027247,0.8245800250418444,0.8202427318410982,0.804039825400034,0.81453110691758,0.8079358648227434,0.8106800731593082,0.8336097061089701,0.8173178488967338
PrtPath,0.8690904592392492,0.8047366568106462,0.8137628167381361,0.815365142181002,0.8566066884632627,0.8751614960847736,0.8306032463285692,0.8571753414384011,0.8417191027143031,0.8518101254402966,0.8298327646525997,0.8645052757207359,0.8385896584796051,0.8550312140069851,0.0,0.8579653878533618,0.8622761935507747,0.868174481660784,0.8526189232867265,0.8680439050982862,0.8900129765277097,0.8457151624085298,0.8301534134663668,0.8665678029548807,0.8430627429435071,0.8443887144373365,0.8608330733103972,0.8501196960416978,0.8344771867954854,0.8555731847336626,0.8182748958258997,0.8104440791857489,0.8472438718803055,0.8287545139844944,0.8389123244346788,0.8025673066882415,0.8316819089354152,0.8152760287118972,0.8031080367117742,0.807131941280633,0.8388930727695176,0.8191865856402867,0.8036608961533883,0.7972114113704274,0.8243637335605579,0.8228163108968031,0.7711140402702252,0.8154436568738962,0.8210893281535162,0.8158952305456955,0.8075594605110329,0.7800723152614409,0.8072318293027518,0.7832095806464071,0.7837434777194784,0.8331050211190597,0.8225867372319968,0.8359654807854855,0.8457461062795639,0.8331487146744322,0.80222125227642,0.8352579897102697,0.8226227164651256,0.8251789444251891,0.8500208750683513,0.8596987297084661,0.8342107277689308,0.8101875390844381,0.840838090383402,0.8255999710860107,0.8418647863269743,0.7822802298055187,0.8444531623099765,0.8406880459759571,0.8502344907940891,0.8309028433235502
NetOK,0.8608784156022977,0.7745718952514643,0.8226941608557545,0.8236070708242834,0.8698400402276811,0.8460435090161875,0.7730360746056073,0.820840267761475,0.8116924265926551,0.8194909337294778,0.8268413944977675,0.8367993670981337,0.814032700874821,0.84482354922576,0.8579653878533618,0.0,0.8789467680318256,0.823828842249728,0.862863111077278,0.8554218962930014,0.8225867014048459,0.8500726950699224,0.8632858371698051,0.8545628461796952,0.8528284177233366,0.8756760524669249,0.864099508348003,0.8221552441676907,0.8423617804936714,0.8343294983325873,0.8141113302312879,0.8393536473268668,0.8719309515722053,0.8403383408724672,0.8377083010654629,0.7718837647917942,0.8348109897908456,0.8201361686733161,0.8147191327346329,0.7950429473307605,0.8102214125875057,0.7917556745689803,0.7981586935704662,0.813203084478998,0.8140347218633129,0.8142852808582294,0.7737279297422439,0.8067223869106825,0.8036488848195668,0.8002595159001996,0.8222096039066177,0.7669192789984798,0.8080817304259763,0.7926895298244012,0.7813438878102599,0.8265506554259343,0.875354191315399,0.8128721821403094,0.8464844059169482,0.8050511298457488,0.8275714549609225,0.8232297582844116,0.8487348302459791,0.8191206481808524,0.8619263771843426,0.8214005398439482,0.8336236760027704,0.8238001816522013,0.7938376370544205,0.9026827937323573,0.8282209191165071,0.755842273939761,0.8188815672181614,0.8124697869150452,0.8444040630789411,0.8051487941674376
NtwrkCnfg,0.8294715709774243,0.7648153347047043,0.7946991125232006,0.8275277063174505,0.8489113865657744,0.8144376786858741,0.7605053133733385,0.8320539695445176,0.8197277935021757,0.8170940210666762,0.8431849387339786,0.8372229841622342,0.7828526674434834,0.8573593393926,0.8622761935507747,0.8789467680318256,0.0,0.8150208521330394,0.8213701768444397,0.8237079496444755,0.8498375489771424,0.8252546911329213,0.8324791806340571,0.8962156251961897,0.8250331532179899,0.8529607594496889,0.8372657715523258,0.8160661561172982,0.8364002182497694,0.8159958994763995,0.8149397749785492,0.8220903782059469,0.8224504803495818,0.8273734638239775,0.8305839598272375,0.759392076009368,0.8038020538656516,0.7923748795236373,0.8035488809513511,0.8003604171473762,0.8385990880708574,0.806838676572867,0.796960940093486,0.823810011732261,0.8137882606968203,0.8182059605402627,0.785528555762634,0.8216975335178798,0.8160480574254584,0.8170412111405567,0.8126612996330222,0.7750935136191732,0.8215146259056707,0.7924505314798886,0.7922598553180785,0.8150965250308017,0.849011260036421,0.8101532626796685,0.8264463501088909,0.7934697954490904,0.8140973962799034,0.8111996146026714,0.8147445422953389,0.8215953801226485,0.7982737314645623,0.816870801237019,0.84646648112807,0.7970666091984431,0.8077950339871011,0.8333151473794281,0.8287290723850813,0.7700512989794566,0.8064491230296071,0.8132438842656374,0.8275647782188645,0.7922019949883586
PTROFFLINE,0.8407932957335837,0.7888122110160746,0.8044049850130239,0.822084036474501,0.8315067637924892,0.8801544630333933,0.8132995531881617,0.8232262364271108,0.8006986984257174,0.8236467270046653,0.796639933973723,0.8203352193580931,0.8229816839106514,0.8075782481216204,0.868174481660784,0.823828842249728,0.8150208521330394,0.0,0.821831298261088,0.8367281704690064,0.8098211530454165,0.8107654487798115,0.8058879176085284,0.8177328302837179,0.8241984180803338,0.8215861672499196,0.8368053464438074,0.7976875333748341,0.8399708802165138,0.8311486186459115,0.8281504570686485,0.8036970043832012,0.8258499338020189,0.8569731850241532,0.810428245697487,0.8014698482717435,0.8059736837166842,0.8464991916437811,0.7764230737603296,0.7767645578961305,0.7951849395856915,0.807721990809824,0.7839414607289303,0.780575931581378,0.7969218801530416,0.7899810924675987,0.7423466175915094,0.8096154960473378,0.8295525470867235,0.7965047246232966,0.7901428805378006,0.7852844329462357,0.7887644846086413,0.7756052429257968,0.7792837477196154,0.791259938468578,0.7832278982791455,0.7999162139703668,0.8515487522700033,0.8353373727180126,0.8293304619877223,0.8182910994125853,0.795984467801373,0.8000997181798406,0.8311326829301895,0.830891527896373,0.8177055984480135,0.8116343552031141,0.8137098392409146,0.7972400928112986,0.8552268635650062,0.7518457377396012,0.8434781699012848,0.8384152564964431,0.8491629546655133,0.8367742221477376
PrtCbl,0.8284434675407297,0.817882380628013,0.8055262731384707,0.7855779238502345,0.8390265918992768,0.8142334084577885,0.7901496834869377,0.8129479645848655,0.8070995483341556,0.8059917796801809,0.8267770564432877,0.8393298386102012,0.8319434050667103,0.8381948038102681,0.8526189232867265,0.862863111077278,0.8213701768444397,0.821831298261088,0.0,0.8584057507921903,0.8296579451943802,0.8762370081648331,0.8293026655262006,0.819902103764661,0.8769039241518923,0.8212134954532571,0.848051434224951,0.8316921643675876,0.8474965374685927,0.8500517999813327,0.8260707586194378,0.807823148087126,0.8489640365382426,0.8500630945942611,0.8197551710375182,0.763247351979718,0.7792340070921759,0.7929238083605319,0.7884870774093116,0.7816911897651079,0.8127031696933323,0.7997312453485593,0.7983084478037302,0.8118436475096671,0.8001871472109391,0.807341786777378,0.7851376725252152,0.8125401618269175,0.7976757505280407,0.7946743104649696,0.8107607655131135,0.7726765234696419,0.7964596695480747,0.7781302404669498,0.777329005492738,0.8760843756295428,0.8358084653958195,0.8376213574461199,0.8155671713737463,0.8114292165460111,0.7870007312990978,0.7967545473214889,0.8417103154399265,0.8281608031731906,0.8443187233766499,0.8123665274649305,0.8073769495279852,0.7797616794339628,0.8031691210656325,0.8248374672415377,0.791633421089506,0.7974154125633396,0.8270418861595022,0.7879209638172071,0.8336639766292405,0.813117203623795
LclOK,0.8285092301644879,0.7791380060922641,0.8029379454272504,0.7909162914321267,0.8380173034734051,0.8461185614149995,0.7979163371108454,0.8172596734081855,0.8184990762349936,0.8333194876528277,0.8015190623396349,0.862138975227565,0.849558955179116,0.8332253409223049,0.8680439050982862,0.8554218962930014,0.8237079496444755,0.8367281704690064,0.8584057507921903,0.0,0.8778013872717948,0.8599922249341004,0.8176361416565201,0.8561598505524026,0.8533663049462739,0.83607311567343,0.831636080088457,0.8155207781692045,0.8448468660543076,0.8562457375790713,0.8025678179908279,0.8094302213945519,0.8522903229222317,0.8290706678271591,0.8374631241454592,0.8103516617107787,0.7682374759203031,0.8016590535513674,0.76354236401856,0.7762035048180479,0.8055381019716303,0.8096962556721219,0.7737697139253679,0.7893766585764515,0.8056213129659926,0.7932547384550089,0.7617720926575681,0.8257105009319747,0.8145536183650575,0.8065833161949486,0.8120136525203989,0.7694740050345741,0.7724474044083076,0.7690222321365303,0.7682298978056399,0.846702941722372,0.8096346247800449,0.8232561376376608,0.8319542833366038,0.7919252349353654,0.7954573302398352,0.8066479245957394,0.830841225878134,0.8106210336855753,0.8116552570153912,0.8549354630103174,0.8206475368759168,0.7753295746711936,0.8193229608517422,0.8181167167772775,0.8084976320911537,0.7643615551337031,0.8406365302091073,0.8205860021011878,0.842222537722774,0.8467385590195461
PrtPort,0.824953362151051,0.7897040572876542,0.7962143958346438,0.7849398481669466,0.8159086706415928,0.8163913582166205,0.8096155918939857,0.8401836228448616,0.8353331743295608,0.8294284922055621,0.8288497232552944,0.844895307304271,0.8289257621264958,0.8698040349420579,0.8900129765277097,0.8225867014048459,0.8498375489771424,0.8098211530454165,0.8296579451943802,0.8778013872717948,0.0,0.8360765914163855,0.8170883594024412,0.8544246798912589,0.8270063425114623,0.8424118955615671,0.8181949924924005,0.8384389186810685,0.8182661660833983,0.8378177657244876,0.7830174412747668,0.7863163046639828,0.8122692481895856,0.8066568657117968,0.8006809128177802,0.7456325527932687,0.7649422324721055,0.7907143967586279,0.7696557669701556,0.7624452739573153,0.8382830146064415,0.8041964261695793,0.7785880830541243,0.7876100301435893,0.8198014933567194,0.80425860252582,0.7550663522468078,0.8002755939801026,0.8058679482796232,0.820425816589846,0.802798051481739,0.7577322482557318,0.7861845763606191,0.7903341841868654,0.768115449394701,0.8150857815212923,0.7993455153502153,0.8181809307091008,0.8072384110723292,0.8017202810680082,0.7980841240544218,0.7876037292671156,0.8099804422190641,0.8138422208063791,0.7965434126761904,0.8380106189686798,0.8083646111125731,0.7537394377064879,0.8123822553857705,0.7970076079122286,0.7943395006493013,0.7593744841176623,0.8240445551833963,0.8057243670008701,0.840920772596656,0.8085590801606728
CblPrtHrdwrOK,0.8573046799222205,0.7835842905041311,0.7816041520365464,0.7995610179696081,0.7989153553324494,0.8102409414451928,0.7825522434382508,0.82377482814985,0.837368676596942,0.8092625661617704,0.7991045303793052,0.8389856822217003,0.8380449673637264,0.8301170443063082,0.8457151624085298,0.8500726950699224,0.8252546911329213,0.8107654487798115,0.8762370081648331,0.8599922249341004,0.8360765914163855,0.0,0.8458010580494634,0.8129606914146916,0.8835213332864883,0.8087441584402307,0.8966606484150385,0.8077333631274127,0.8460187146722462,0.8504690164499373,0.8329017775848038,0.7810406392757656,0.8227061789562059,0.8012223445411876,0.8088923826375114,0.7563232001482486,0.7592829800424996,0.7746008756725522,0.8236246740180823,0.8242481473928409,0.8234884438034467,0.8244070408949596,0.7939247075462447,0.7909961280586605,0.7741769050716283,0.7906798210625023,0.7457431837317001,0.7960326438726703,0.7885844049903997,0.7900026718494186,0.7809656237331342,0.7671835667070406,0.7599445942794611,0.7823335582265432,0.7550242872849897,0.8074102154243008,0.7826141696467659,0.7973517718167155,0.8271209005576573,0.767570758417058,0.7737995394425387,0.7718814147149988,0.8435607033042198,0.7753990663437136,0.7659855507619637,0.8215866147629407,0.8242948786024192,0.7646508912556983,0.7826505488075968,0.7980793322815376,0.8012132271287666,0.7386457663315621,0.8405081293886644,0.8036511219174541,0.840772876007443,0.8275646600565556
DS_NTOK,0.8531599953534899,0.7975393893304503,0.7964778768634898,0.8484288496471044,0.8034648269764821,0.8083097620797159,0.7670850479642285,0.8314433251006886,0.7959574745563125,0.8492231827097376,0.7788479597582835,0.8065900650841442,0.8452439762775733,0.8256093755468564,0.8301534134663668,0.8632858371698051,0.8324791806340571,0.8058879176085284,0.8293026655262006,0.8176361416565201,0.8170883594024412,0.8458010580494634,0.0,0.8090090740363503,0.9203842073473651,0.8241424816728842,0.8831423586634404,0.7974711559401702,0.8217688469099513,0.8544572639025696,0.8209590359572433,0.7753133632886026,0.8157030155077627,0.8055693129351741,0.7809946586723179,0.7757057444934976,0.7789108256010286,0.7692837503017608,0.8294440351252615,0.8517638669087313,0.7915106070454745,0.8157009133926245,0.7949999855035852,0.7655067692883966,0.7734907958567744,0.7924216853732341,0.7398393539531,0.8048261352420127,0.7713940293909581,0.7778049725529332,0.7804226669688425,0.7753541096255099,0.7597473146246172,0.7855229445251372,0.7591967366808992,0.7811368658816584,0.8024391386561543,0.7898784106454821,0.7959739217079586,0.7979329318515127,0.7717027443950406,0.7762332513917481,0.8507483328586634,0.7794542093280408,0.7883180808466166,0.8023859840925535,0.8019118842818076,0.7973602516884395,0.760059418926496,0.8330119611153534,0.8148905723587,0.7449325012940659,0.8201479185417916,0.7988272674581539,0.8483696932903992,0.8010026691308085
PrtMpTPth,0.8185795102527776,0.7639817201176401,0.8159876836140758,0.807458293034049,0.827612093176511,0.8214012638856192,0.7943749408305372,0.8366415164746243,0.8209551530994748,0.8067155019294828,0.8095856285717474,0.8215701146577712,0.7819768000380259,0.8279962134391088,0.8665678029548807,0.8545628461796952,0.8962156251961897,0.8177328302837179,0.819902103764661,0.8561598505524026,0.8544246798912589,0.8129606914146916,0.8090090740363503,0.0,0.8150537731865841,0.8628172143350686,0.8144743915215916,0.8015676254037909,0.8097141435076051,0.8157810303670605,0.7978197951500341,0.8127453031579139,0.8235173147921142,0.8131862618515466,0.8120619092139991,0.7520362639154377,0.8040283800643045,0.7956768901920866,0.7697871713797351,0.7700882719653248,0.8179005829400028,0.7900545286724967,0.8003459498418177,0.7913725683769627,0.8037803495726413,0.8150528290327673,0.7614780804863173,0.830949401310614,0.8038156797451297,0.7967140778421062,0.8152476331337362,0.7946499156014404,0.8005740418614028,0.7819900805889608,0.7745261684398956,0.8177949993934294,0.8336959276681295,0.8003688474610133,0.8166689698189864,0.7910869596109739,0.8213776732896918,0.8137000354979345,0.8144553732372839,0.8199325067977334,0.7961976594741781,0.8308786415678182,0.8173481730626899,0.7910397464962243,0.79391750109333,0.8148216305096455,0.8208486423329682,0.7553193178623372,0.8082431856428283,0.8033124849409935,0.8154548047390364,0.7899615968915938
DS_LCLOK,0.859945250490329,0.8188980600843134,0.8192328474183314,0.8398307447774963,0.8205914329181007,0.8143220417579313,0.7828143341476516,0.8226397684786998,0.8074176862690237,0.8608228750667513,0.7927184893328861,0.8181516090146488,0.8696906139142229,0.8459782387304406,0.8430627429435071,0.8528284177233366,0.8250331532179899,0.8241984180803338,0.8769039241518923,0.8533663049462739,0.8270063425114623,0.8835213332864883,0.9203842073473651,0.8150537731865841,0.0,0.8222126014590777,0.8916630779463832,0.82666026802925,0.8333356203250165,0.8727824283550325,0.846033322329632,0.7818843124974342,0.823497206065286,0.8226663768023378,0.8041805820000325,0.7756823460801201,0.7694385801084358,0.7719695355997125,0.8190591193028741,0.8545557435076427,0.8140726693793804,0.824758287445575,0.7969255322713423,0.7690169877920268,0.7820146139250654,0.7930853618415387,0.7533403091788684,0.8103579654598139,0.7909282862585187,0.7971500370703063,0.7817151831696216,0.7837197982727373,0.7731489407245786,0.78181928509904,0.7782356924653455,0.8312348957224527,0.8006389477124868,0.8284525080936856,0.8208050633723022,0.8043975716381728,0.7773079832799964,0.774978035498314,0.8776432171494026,0.8088212463028772,0.8091988987440468,0.8405375857440226,0.814910749996794,0.7884049121738835,0.7866309274500696,0.8191540958438006,0.8033317696412777,0.7676915358148229,0.8262341202440469,0.800180705562478,0.8515400828086241,0.8155163584052552
NetPrint,0.8076192414841117,0.7916597387999771,0.8009397880270173,0.7861328060015184,0.8123291468267695,0.8497492430679707,0.8052213198117246,0.8139975746966001,0.816088224298688,0.835213447912948,0.8256916670702594,0.8179757740925389,0.8037196498595951,0.8367542190313455,0.8443887144373365,0.8756760524669249,0.8529607594496889,0.8215861672499196,0.8212134954532571,0.83607311567343,0.8424118955615671,0.8087441584402307,0.8241424816728842,0.8628172143350686,0.8222126014590777,0.0,0.8176704599530478,0.8310347183258463,0.8138120646854552,0.8096446029059213,0.7758235358648361,0.7965440198844425,0.8374199743256383,0.8270299549667899,0.795155346271512,0.7443857581064439,0.7902703982996542,0.8230618390594967,0.7762892326747662,0.7541137266871908,0.7990555546009686,0.7796218804070073,0.8048297509289672,0.7929551077743155,0.8263666280466669,0.8348649120196513,0.7882250727389523,0.7985543032946765,0.827353170111758,0.78513226432857,0.7964880965970601,0.7603945643500069,0.8084139801182713,0.7708464280843575,0.7849068091616607,0.8327429219181184,0.8869876583161879,0.8336129208952558,0.810388461054896,0.8092643056653489,0.8268706224635605,0.8035914118525359,0.8090781886831923,0.840485803262925,0.8295762073677438,0.8078021349118747,0.8110803692379988,0.7887872373613736,0.8005177014151573,0.8356402958499819,0.7826409440706885,0.7794581258050499,0.8361981160892865,0.7940458680058466,0.8188494163033053,0.7829923413475879
PC2PRT,0.8689506568296753,0.7922993510751621,0.7998464721818064,0.8443371473477423,0.8250413910863053,0.8387915192888686,0.7752934067793857,0.8346398556778417,0.8244921556774524,0.8313202389001298,0.7928654876069231,0.8376250596929259,0.8393209886553327,0.8299067031749351,0.8608330733103972,0.864099508348003,0.8372657715523258,0.8368053464438074,0.848051434224951,0.831636080088457,0.8181949924924005,0.8966606484150385,0.8831423586634404,0.8144743915215916,0.8916630779463832,0.8176704599530478,0.0,0.8066109816274167,0.8335485122434435,0.8427166385912513,0.8497681990421547,0.7861979478896968,0.8340026738604587,0.8153231876933501,0.8126757951464709,0.7961282506683345,0.7908754345128713,0.7878900337612207,0.820552268901381,0.8372977805528449,0.8132697134600472,0.829333429264227,0.8021251823730963,0.7721999771491483,0.7836237550096857,0.8004765564285901,0.7546705489265386,0.8007821958677819,0.7975383825726383,0.7905854823538504,0.7799538361747781,0.7807084560165023,0.7712760515508019,0.7888974152188514,0.7661380283880721,0.7894671391338923,0.8051213453535927,0.8014217712434962,0.8473931735577496,0.8106612552192141,0.7864118336370365,0.7918801985979511,0.8662276610627874,0.7938130842829819,0.7934238219057002,0.8197408433963911,0.8168391657349602,0.8109144166518444,0.7864505595126309,0.8098187390454226,0.826658279102602,0.7598624256699029,0.8410525205931435,0.8225261387296079,0.8440478174011397,0.8234338312118322
DSApplctn,0.8875005453847618,0.8119965642639091,0.7986817704184627,0.8066357480382619,0.8247246756554487,0.8283209969861072,0.807055742195417,0.8354870604651405,0.8442049141599223,0.8213038419747635,0.8268689608505371,0.8356455831599605,0.7705910615606546,0.8518920107461871,0.8501196960416978,0.8221552441676907,0.8160661561172982,0.7976875333748341,0.8316921643675876,0.8155207781692045,0.8384389186810685,0.8077333631274127,0.7974711559401702,0.8015676254037909,0.82666026802925,0.8310347183258463,0.8066109816274167,0.0,0.8109481075090443,0.8277140988795648,0.8047446097122427,0.7982480360072767,0.7960066490577014,0.8456700496178441,0.805305948969755,0.7672944596740031,0.8186864420795413,0.7867956454791168,0.793618920306784,0.7671684906051924,0.8625086717824999,0.8366587415276121,0.8112934845732274,0.8077556982869744,0.8216175000350252,0.8327258498987792,0.7963635596544736,0.7918265178796404,0.8197752822226393,0.8076030414344154,0.7913374019943056,0.7660652012210415,0.8047021756412814,0.8109301722126272,0.7859643122656068,0.8363491721971734,0.8183552870706565,0.8507542985628453,0.7792335812679793,0.8339160898807256,0.8042873408960988,0.8054377779792611,0.8180958326794189,0.8340529518275664,0.822180116449801,0.8107365990971273,0.8185301341169475,0.777362262233404,0.8122898284990097,0.7794409067145682,0.8339715096651681,0.8205742594845831,0.7955434725560767,0.8394149472077477,0.8329882247366351,0.7897023771159307
PrtOn,0.8237771645436012,0.7950885311622844,0.7886614067263595,0.808295802538847,0.8273426943122153,0.8188615332087242,0.7731814278156456,0.7951830832918798,0.8110600497633836,0.7888986741719117,0.8145487430052265,0.8448251532526001,0.7829609089348634,0.8450052476591486,0.8344771867954854,0.8423617804936714,0.8364002182497694,0.8399708802165138,0.8474965374685927,0.8448468660543076,0.8182661660833983,0.8460187146722462,0.8217688469099513,0.8097141435076051,0.8333356203250165,0.8138120646854552,0.8335485122434435,0.8109481075090443,0.0,0.8648431095568029,0.851600626829438,0.8280305883295296,0.8625074786438273,0.8443599951101548,0.8401834634086205,0.8269040691384996,0.7852550258099482,0.7971928805783933,0.8057385003730272,0.8198523028900977,0.8159718427935495,0.8156985311995251,0.792747764465821,0.8029846711026084,0.8130252896340948,0.8366448039084406,0.7913904348717604,0.8229306063719278,0.8251847452880389,0.804331757005641,0.7936795216450738,0.7749167947842142,0.8054837708189887,0.7731536659127409,0.7844933047509437,0.8303655452534342,0.8126295843525282,0.8298225943521138,0.8153514596214584,0.8084449458417141,0.7968605015166221,0.8389847735084959,0.8124513982767806,0.8368148448801207,0.8111049198960131,0.8135251735949092,0.8558589778045401,0.8080478388728913,0.815568175549817,0.7936162352884918,0.807095270586075,0.7793011389766064,0.8274441121994461,0.8330516156159258,0.8368278109789243,0.8931951530892006
