,Fault,F1,F97,F2,F78,F3,F4,F5,F53,F6,F7,F56,F8,F9,F10,F55,F52,F11,F12,F13,F14,F15,F16,F17,F18,F19,F41,F44,F20,F90,F21,F22,F23,F24,F25,F26,F27,F28,F92,F29,F98,F30,F31,F32,F33,F34,F35,F36,F37,F84,F96,F38,F39,F40,F42,F43,F45,F46,F47,F85,F48,F49,F50,F51,F83,F54,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F72,F86,F70,F71,F73,F74,F75,F76,F77,F79,F80,F81,F82,F87,F88,F89,F91,F93,F94,F95,F99,F100,F105,F101,F102,F103,F104,F106,F107,F108
F19,0.7798044142586863,0.7684886780020742,0.7743894626667479,0.8137878258086619,0.8028254316420051,0.8156633411483423,0.8554148993115961,0.8598831982839578,0.8057588401357467,0.7978215135286049,0.829570077605936,0.8011115428359825,0.7817164544255509,0.8188727123347853,0.7883965182701113,0.8201161922738055,0.8624931561721083,0.853688773629452,0.8313333722276948,0.8131952820462033,0.8448552550911588,0.8182914511273857,0.834953100230835,0.8333798679486112,0.8144049726583706,0.0,0.7867898845037168,0.7914032923879363,0.8130693073508181,0.7943695127455376,0.7990574806750356,0.824181264348645,0.7846722575297294,0.7930242620103216,0.7916204043264474,0.764256856308609,0.7649945932251778,0.7678011561025427,0.7850338545003498,0.774465224140858,0.7971147830480274,0.7891694685913668,0.7853058626655676,0.8084691514251997,0.8017808362215801,0.8410856366073348,0.8626683081291531,0.7875781716578293,0.8381202940195149,0.8167608846859084,0.8320198219123922,0.8451988111595905,0.8103815321447748,0.795025035751508,0.7939574904846405,0.8155186926395515,0.8129606712212635,0.8196620829370304,0.7782053128583353,0.8008386345226004,0.8062043714846622,0.7598632890386393,0.8072989201373632,0.8065344204679517,0.7903079147439684,0.8154801585497289,0.7973580810212009,0.7847657227194762,0.8136947142223634,0.7712256610793535,0.7953653393655579,0.7764972972693385,0.7833810692079386,0.785956888502847,0.8154012993124955,0.7983258131062771,0.7777161491568895,0.7904670774666913,0.7693064464423282,0.7934650427937332,0.7840080694767237,0.8068822261073928,0.7812634210412899,0.8570838372142181,0.8224134668501459,0.8028381633405425,0.8080909741818652,0.8433099019372342,0.7852088916639912,0.8074145615396345,0.7847409206711689,0.7575076633595412,0.7742001728137899,0.7868050373767782,0.7883075107752859,0.8010938673848852,0.7684584631667495,0.7765214267767315,0.7584154155040609,0.8048327575282104,0.8092515018867542,0.785148181723563,0.8447521812304646,0.8540944602315524,0.7703677018679249,0.7935713282970586,0.8077118713319063,0.7884632607854959,0.8038130298605677
F41,0.8091128357318714,0.7792055122041145,0.7738543618077148,0.7843028139514617,0.7743017643936155,0.8133869822785953,0.7880091865791693,0.7749455638432413,0.8115676590960093,0.834529169841477,0.8224994843800786,0.8032892956131725,0.8020557463847033,0.8484744151122875,0.8051082789716255,0.8205993665158123,0.788718357985937,0.779971619703937,0.8334377230318862,0.8091779962954688,0.8410474396828541,0.7644268104596137,0.7961255854902966,0.8148705305010495,0.7877527981614232,0.7867898845037168,0.0,0.8833961521580536,0.8231877452462562,0.8457055858822287,0.8754096797998316,0.8848428986835825,0.8466742395708475,0.813461918463482,0.8330019137056861,0.7973968834650602,0.8308160972943528,0.8398347944816571,0.8435177042609326,0.8033479753453964,0.8109213733839089,0.7799383232454238,0.8103496663135528,0.8099828019872212,0.7874164740448064,0.7829584769094688,0.8203567185515381,0.7834062656458709,0.7793078592813596,0.8396177457158971,0.8251651770309697,0.8218919457673988,0.831033017823816,0.8740759991995715,0.8662886365482145,0.8927833128510383,0.8163615938775214,0.8363794177799151,0.8425786024886622,0.819695457104371,0.7951001646394843,0.7593284873965055,0.7695684001940292,0.7864005801941815,0.8263395852959148,0.7955034086662536,0.8673234960134021,0.836705472171521,0.8632246277485316,0.8502692045025355,0.9009311674305525,0.8526545426069708,0.8710321716119567,0.8430549960196048,0.8733060548804759,0.8363096980922914,0.8261878030917682,0.8185533318488571,0.8266500223151338,0.8395358722052656,0.7924570430325338,0.8266962454505614,0.8512995213052659,0.7860397060742713,0.7578261913785463,0.8480168768292978,0.81398221248934,0.7853112560923099,0.8349683368670553,0.8045086640928526,0.8197453911256646,0.7772406293805018,0.8176055552098359,0.8113664391232444,0.8048764947936039,0.8489988517823244,0.8250302413150036,0.8144440487577393,0.8012583350257518,0.7830063787446665,0.8338269021733322,0.7908376428962018,0.8052521319286022,0.8024375156931571,0.7670519052055386,0.7535589013218819,0.8010601872144849,0.7920147341365174,0.7968951156297676
F44,0.821365719282042,0.7621530010290049,0.7954629698372011,0.8013717758215697,0.775158988366311,0.8044791438977844,0.7915139044105715,0.7931159584606133,0.8043219463313279,0.8470842385593128,0.8303076008442962,0.8142034216851628,0.80053814398701,0.8543169967546183,0.8209142410518395,0.8365437409508277,0.7794981301730579,0.7859725612402985,0.8416271034341758,0.8219261944147149,0.8413845317954844,0.7724083739100869,0.8019126546271687,0.8301839159637432,0.7826216956868021,0.7914032923879363,0.8833961521580536,0.0,0.8302686631089695,0.864441030314739,0.8555470090876964,0.8589098062236307,0.867288344519254,0.8283574556854776,0.8117317043826665,0.7825045986056401,0.807885475750094,0.8258961283619279,0.8425681039306219,0.8023321586391701,0.8254126400761435,0.7850684192045744,0.8133499379851317,0.8000525299593287,0.7818476894393684,0.7921709367098231,0.8347723502185611,0.802276994713872,0.8025033323616595,0.840384417862001,0.8447403227473682,0.8530130050127988,0.8527658166646915,0.9029821067178838,0.8756993238761042,0.879413764678004,0.8225161681190009,0.847605521411352,0.858464263211777,0.8233873782057803,0.8195551955700446,0.758471511501247,0.7890668859251629,0.8016470827202522,0.8204428730961163,0.8058827437950877,0.8847100497430369,0.862028666302507,0.8545561346226699,0.8712500258444854,0.8760603255552425,0.8599451913553855,0.8718967005882037,0.8247965020374968,0.8632739402948736,0.8545742580054075,0.8370420048836134,0.8285902435448091,0.8323280154533824,0.85567522336312,0.8204611596077317,0.8195238309756355,0.8097091297736977,0.8008364927974956,0.7693145917300261,0.8542402506324338,0.823250969849278,0.805836962371165,0.8498306506197559,0.8256690766397586,0.8393893666130295,0.761898037629845,0.8281007123227869,0.8342252654574954,0.8397629841198395,0.8538702303638038,0.8226868253298334,0.831246524085354,0.8093246926490497,0.7629956268895908,0.8578912189713931,0.7775383758620147,0.8031123598342209,0.7897670431722394,0.7637428448219026,0.7766803872879289,0.7805346395949488,0.8030647358353127,0.7781458603683853
F20,0.7847082093995821,0.8057055782207986,0.791816806367158,0.7958139337352298,0.7924488312851338,0.8135612451020208,0.8190009465740727,0.8237284272637154,0.8336204277440596,0.8306838677682293,0.8604502011326417,0.8203255965373574,0.8090771326703059,0.8239654176679552,0.838857215164036,0.8369775176132823,0.8247472307150824,0.8374031930852028,0.8295278048418813,0.8387199489246278,0.8278758859499765,0.795649003691261,0.8110912604824317,0.8160052205331372,0.791433486105214,0.8130693073508181,0.8231877452462562,0.8302686631089695,0.0,0.8672134680471563,0.8524352096794314,0.8478809584209401,0.8532897406084632,0.8352170178062409,0.8156893251763547,0.8087286721974809,0.7876041825963,0.8175555923867698,0.8353410183153817,0.8314004641628561,0.8361933120810596,0.7924981656190907,0.7753810040746111,0.8087800672526838,0.8035401374711982,0.8029136227672099,0.8113730687439478,0.8003426576271262,0.7943653693916188,0.8074046601877368,0.8220616007207074,0.8615496854122481,0.8525255463527759,0.820909392400896,0.8486337797662288,0.8174097032537653,0.7929009002827693,0.8163953897181621,0.8083487125857981,0.8223026458601694,0.7983320839709619,0.7625363193727039,0.7594247279486174,0.7908860559124256,0.8049279494515144,0.7936053739482322,0.855727946261671,0.8687377504484204,0.84756331001711,0.8610643282959355,0.8393899383445804,0.8084574847744138,0.829846709431794,0.8129229031630973,0.8346411422662245,0.8369069717435357,0.8177487008613034,0.8388037173684467,0.8079471563279779,0.8215300731294468,0.830258366219337,0.8135031952466085,0.7900621281369739,0.8059518330686073,0.8210072076586157,0.8494465916318966,0.8188645901976062,0.797253506307559,0.8443364377750205,0.8316589503195051,0.8183197935535313,0.8014356685751169,0.8319071621644902,0.8456451717669851,0.8290594140445543,0.817485483479578,0.8003563741644787,0.8299961498456017,0.7778825882854643,0.7837173038402754,0.8356978141885294,0.8013677101005499,0.8185744819982184,0.8151416047704432,0.7681811419988798,0.7735711404302199,0.804077580352828,0.7808214053078402,0.7958452554658839
F90,0.7882796251500336,0.7824456162670952,0.8048142238226583,0.8065809463013651,0.7821157308416873,0.8042684212129385,0.8256511264824307,0.8057008705216274,0.804606702729419,0.8466907818410392,0.8519746942084754,0.8210348490579643,0.8152721766086038,0.8524215497242137,0.845368652002889,0.848913080481393,0.8307732024212109,0.8221634831242357,0.8352342195462156,0.8427984134073613,0.8348083179927895,0.770020235573551,0.80102190991045,0.8087765420044084,0.7944752658827301,0.7943695127455376,0.8457055858822287,0.864441030314739,0.8672134680471563,0.0,0.8708689409021034,0.8659083557883888,0.8766449407676219,0.8348965432038766,0.8090283448100899,0.8179116512116698,0.7997635446609979,0.8210583576669919,0.8679060140176822,0.8088473845829414,0.826401360361349,0.7871302287566524,0.7857090695957765,0.8081135383908147,0.806981301779832,0.8223655157151345,0.8092665167044363,0.8105012570332452,0.7960653768286341,0.8115476414260336,0.8361752107955598,0.846117135978071,0.8800441817618281,0.8454627914776754,0.8641058913758537,0.8630623126559387,0.7908920455662939,0.8333325883601002,0.8506563427584937,0.8077598811106063,0.8161280261424568,0.7625161861030111,0.7659605797120572,0.7973148826870247,0.8124940414433132,0.8132611774646394,0.9207726488285966,0.8798993520863901,0.8716332347206333,0.8971547793911048,0.8755373669552696,0.825147959039713,0.875473382987302,0.8172033792577302,0.8520916992543746,0.8709923290178833,0.8433506823899954,0.8769139872306572,0.8100183658649599,0.8280429577011633,0.853001123594149,0.8064157797466497,0.8077792155119417,0.8136645904765041,0.805395265902586,0.8703519157382856,0.819870840355471,0.7939835737129397,0.8268305120110677,0.8091623533958385,0.8351856575401191,0.7766605205124455,0.8587617765331841,0.8666544419641842,0.8490474746095248,0.8543811956729728,0.8284608565463502,0.8450830664008512,0.814073106184253,0.779682084638361,0.8748613171851038,0.7998908366313578,0.8170944640665752,0.8196309811888907,0.7719857419342624,0.7762901073099571,0.8175001406969189,0.7834940280702916,0.7936513054329501
F21,0.8108399336755531,0.7986628605176488,0.7984651245042725,0.8010839359174264,0.7707217412071489,0.8238450623574912,0.7921975800589467,0.8114761562984177,0.8683862753947963,0.8527115114915191,0.8637998270350646,0.8268547871379418,0.8233998785138401,0.8524873469873697,0.8461296473927742,0.8375748938713405,0.8234392500328045,0.8286509601177243,0.8593511766220945,0.8403358168506891,0.8291110286623447,0.769561087861404,0.7912500801434128,0.8075792674286947,0.7878271031629939,0.7990574806750356,0.8754096797998316,0.8555470090876964,0.8524352096794314,0.8708689409021034,0.0,0.8938552555157941,0.8781438102479948,0.8393382853078749,0.8460927554892869,0.8245276332323709,0.8199217082600497,0.8525876249261537,0.8395487790412248,0.8377548347235324,0.8223141730000149,0.7880785151681168,0.7981310465957949,0.804639171980917,0.7991648867833268,0.7967374194712723,0.8098022008373394,0.7882562674926459,0.80087809004529,0.8138286074238739,0.8351862562073459,0.8326149250010497,0.8658278540921969,0.8503486208385385,0.8415493373295581,0.8624383171923673,0.7945098157850502,0.8375897503642629,0.8338154209907487,0.8204172556449126,0.797100927812046,0.742607657507804,0.7600992528985551,0.7854527774196329,0.8237517668020763,0.8131375189444565,0.8777613808946618,0.8831813029052846,0.8910952746622389,0.8605739997576498,0.9232962626451975,0.8462212089768628,0.8780736086446509,0.8439881783024895,0.8771572501054448,0.8360895996693815,0.8369752385642694,0.8522531471783389,0.8250825941799262,0.8285626343984582,0.8414756188373709,0.8193120542270037,0.8118833702381226,0.8040455295061827,0.7769844317844541,0.8675974565413058,0.8228829537805683,0.7850377569958593,0.8313043233958745,0.8049895273472195,0.8615330657986289,0.8165734946012315,0.8568168025749237,0.816319975286844,0.8314866804416932,0.8367568233601858,0.8213336906502487,0.8205555852808383,0.7941219448983357,0.7779813975001687,0.8418515715290025,0.803040247356505,0.8175853076822518,0.8220438449544658,0.7682783959272604,0.7833933214041227,0.8243528516434748,0.7925515305076284,0.8023616659391677
F22,0.7924492300960961,0.7908545065277983,0.779563071452999,0.7955379101932383,0.8034624590962497,0.8338987592081805,0.8194578025923775,0.8123346184001748,0.831856817924942,0.8210621065642297,0.8559303646012459,0.8164579747162293,0.8276864912366285,0.8705825362362267,0.8115351951783493,0.8407295617098112,0.8261068494159268,0.8313945278348316,0.8648811384055827,0.8559057808032915,0.84815030918476,0.8144998726163487,0.8202627519214398,0.8262502270130171,0.8123725503472627,0.824181264348645,0.8848428986835825,0.8589098062236307,0.8478809584209401,0.8659083557883888,0.8938552555157941,0.0,0.8701459034851081,0.8495704723085207,0.86442278083931,0.7991741121006672,0.8510952425220667,0.8373972820075051,0.8546013293349946,0.8179856810083684,0.8285337221067188,0.8068189850106039,0.8128637829983721,0.8208917316576216,0.7920659147837241,0.8309700303627472,0.8314947537759838,0.7922231254918356,0.812485001314564,0.803180194993311,0.8384439608219239,0.8587029737160158,0.8564620584858816,0.8474976563762666,0.8447019247214088,0.8639007667212094,0.8432704756597399,0.8540834157277053,0.8428936300961973,0.8537152345718375,0.7986543669349304,0.7440006164171581,0.7638944375796455,0.7967474779084117,0.8400296257670303,0.8223567167272674,0.8807497007430442,0.8512667480306924,0.9312645537658147,0.8783731200678349,0.9254316811163842,0.8552030428735139,0.8697909879201011,0.8837735149661048,0.8800486308258155,0.8392712344289717,0.8721600849436716,0.8522912643260812,0.8334357197432034,0.8240447325235145,0.8402341221821856,0.8545705975477402,0.851966168983982,0.8271702926465383,0.7909529125517615,0.8754012482108894,0.8257801789477239,0.8110749487357096,0.8260266391626061,0.8225825844164524,0.8151434244250454,0.7790489861339492,0.8197654716226224,0.8274401395427904,0.8128788792768703,0.8668782618570124,0.8258472366066548,0.8302400862546839,0.7849937759362287,0.7884971644875757,0.8517226046330071,0.8081735170225195,0.845416923501581,0.8324754402104351,0.7830677360080318,0.7660794073128337,0.8202195609921772,0.7884735545814666,0.7949146556609847
F23,0.7944733279541449,0.783853512312404,0.791996308807073,0.7928284210284495,0.7832219608900087,0.8268843686713688,0.7984989682003756,0.8052588446082124,0.8142543905746036,0.8516718286260735,0.8351945557155291,0.8102895716055388,0.8325545482085768,0.8439326191897963,0.8384932045818948,0.857497446278635,0.8063523829783179,0.8004032547410435,0.8291675096134676,0.8482989024009298,0.8140068629328961,0.783566046583009,0.7843117744946903,0.8062749987308141,0.7961192361660601,0.7846722575297294,0.8466742395708475,0.867288344519254,0.8532897406084632,0.8766449407676219,0.8781438102479948,0.8701459034851081,0.0,0.841326934880533,0.8181720120045676,0.7983541363577505,0.8356288551820752,0.8403423514354905,0.8620566748481789,0.8160457105807045,0.832361996809585,0.8110477071234062,0.8034103629976375,0.8183390230076557,0.7935875770786716,0.7930566179646278,0.8163562549365889,0.7906754406832726,0.8083424186861397,0.8115512823797949,0.8289332296541039,0.8339780837491644,0.8911543768469543,0.8669258158852378,0.8505094281848368,0.8235633212577507,0.8053511909518045,0.8561806806101477,0.8447632971346678,0.816423342098851,0.8037469427694023,0.7572624784529878,0.7671420700732774,0.8036037511703629,0.8420782507005893,0.8253642798507503,0.8826992136955283,0.8699708335218382,0.8907215585596254,0.8690110205756435,0.9019058592569802,0.8691892468597235,0.8823118674422528,0.8447985040408228,0.8468341115561681,0.8468084432052371,0.8421451083309225,0.8715810245185115,0.8684846183213281,0.8277393167842056,0.8857188354904594,0.8239898664857812,0.8036214222969317,0.7994523732547204,0.7806444410880011,0.8762354384273028,0.8158094709275324,0.794114356121158,0.8651255836997329,0.8211198373346338,0.8337719192835614,0.7795125095034454,0.8631852519998069,0.8393327175234397,0.8313882468854086,0.8264836855585713,0.8276988614464599,0.8376292111507977,0.7937447413409195,0.7843465667391859,0.8446271587156414,0.7847622792141224,0.8099363305569866,0.8050193299580203,0.7560211123154313,0.7687012614865618,0.7765854310872441,0.7877965652047876,0.7743085774140167
F24,0.8051423961916743,0.8094901889020883,0.8516280774600288,0.814080294311132,0.7741851629372077,0.8205601689346712,0.789057750852192,0.8140186164512024,0.8227184498938684,0.8222650919298653,0.8394830833556204,0.8189052049619012,0.8055468151656137,0.8226208418204902,0.8088528485463614,0.8487213110216955,0.8133905384417943,0.8185680078432189,0.8256475550464349,0.800544670230198,0.8036601735498642,0.7912781743323791,0.8046980185813037,0.8049326277742707,0.7998833010782074,0.7930242620103216,0.813461918463482,0.8283574556854776,0.8352170178062409,0.8348965432038766,0.8393382853078749,0.8495704723085207,0.841326934880533,0.0,0.8140514572998675,0.8150283295773921,0.803154797859014,0.8501706070507542,0.8342687821111824,0.8682501957444658,0.8437609153575919,0.7962597897857424,0.7859145951366332,0.7982943464869844,0.8138343290963077,0.7917545184601408,0.7827645287618161,0.7977357149799446,0.8131765313454206,0.8077560611059,0.8313554017379858,0.853050537725289,0.832405503332811,0.8370642621788057,0.8302329769205088,0.814792950500548,0.7966726727697483,0.8416129583883981,0.8239295188474101,0.8093798202975994,0.8026495255729986,0.7688117565008404,0.7684653538953032,0.811109352999141,0.8053159252357049,0.8110095159471146,0.8542111592097289,0.8302210335767961,0.8556624474986854,0.8440919144201142,0.8270508216916334,0.8333088913044397,0.8438718252521562,0.8598295915834674,0.8400909811744051,0.8274443251624193,0.8325944349319194,0.8251606313641597,0.866186495828026,0.826773220535357,0.8164917771047854,0.7953768914930212,0.7911368608143796,0.8037944741985191,0.802550749484496,0.8545026408869949,0.787618952979683,0.7907683941573664,0.8160017729354916,0.8196959271684051,0.8196420531253112,0.8097927293962056,0.83890865397608,0.8058184329151863,0.8275443190470537,0.8170835908604117,0.8135330453577856,0.8308191988134006,0.8052794842472262,0.7712236471856746,0.8192926853624896,0.8035057075405865,0.7999090821025078,0.7939155992576105,0.7901375278376414,0.798987013498571,0.7942640027140154,0.8424128486173298,0.8078799099912315
F25,0.7655814902908794,0.8088282537413287,0.7721787958097568,0.7937965807531806,0.7950210200334807,0.8452148521599943,0.7999362064154633,0.786959601083098,0.8434069715962824,0.8104282852084947,0.8229962503822527,0.8210355740955196,0.8152192898665397,0.8147997851489662,0.7883707217127094,0.8072525844883384,0.816782278842159,0.816355140351612,0.8500065780853858,0.828395183542062,0.8119510949765525,0.7715617983095576,0.7996381247428932,0.8054915538999481,0.8171653939085454,0.7916204043264474,0.8330019137056861,0.8117317043826665,0.8156893251763547,0.8090283448100899,0.8460927554892869,0.86442278083931,0.8181720120045676,0.8140514572998675,0.0,0.8218496962911938,0.8394475452282569,0.8424020521157648,0.8694056438965677,0.8161159737971954,0.8144744150132314,0.7889283993035046,0.7901915094795546,0.8242318144082066,0.8111667567276404,0.7991383805698453,0.8139371357931318,0.7737546426777315,0.7954691100004327,0.8023799676429383,0.8097498833638339,0.8104941648653753,0.8002801593081889,0.8182247236620449,0.8191685768709591,0.824245805942318,0.7955217527064635,0.8055765811160803,0.8136963744534329,0.825753431117703,0.7985427008091596,0.7811120661079953,0.7746224448805534,0.7834267789309486,0.8061462478686651,0.7869072489486666,0.8302886490940221,0.8242674672485846,0.8700496375370923,0.8178958442116744,0.8699137205857013,0.81967785214262,0.835757864212521,0.8983957218238309,0.8387173903607394,0.8138541152383669,0.8343937574941088,0.8143892968353615,0.8009411334304041,0.7870953539106522,0.7821321537903991,0.8143577302573248,0.8052957440181955,0.7985716396566251,0.7729312633443344,0.8375948054920587,0.8199889810897554,0.7858686254668722,0.8073358256944021,0.7993741470997566,0.8025332041416939,0.8091843227801352,0.80055829901348,0.8065677529061244,0.7809217810073186,0.8180221220656154,0.8263026997275531,0.7985864401050047,0.807937858319462,0.8036299358629785,0.8075589842599123,0.8155880838653518,0.8143220969273507,0.8291414741839879,0.762013132564372,0.756239671232256,0.8281205058887326,0.7793148252840252,0.7996486584620283
F26,0.752475671847062,0.8052912116533064,0.7800514881610656,0.77149296855868,0.8016518170513126,0.8153753635529231,0.7709861032077064,0.7699996856613124,0.8534659338641951,0.786157141543659,0.8150198544782938,0.8012521455778727,0.7843631082402054,0.7901435911542671,0.7772898881689332,0.7858776026297873,0.7859937161119832,0.8186326454771633,0.8212933206248131,0.7877662049809467,0.7787029652048362,0.7570514997912462,0.7582692385168655,0.7877444018418635,0.7971488278587928,0.764256856308609,0.7973968834650602,0.7825045986056401,0.8087286721974809,0.8179116512116698,0.8245276332323709,0.7991741121006672,0.7983541363577505,0.8150283295773921,0.8218496962911938,0.0,0.831276870367227,0.8142887336178722,0.8278130577226746,0.8258099811151691,0.7926659213823344,0.7658488224394485,0.7607822112177709,0.830269771128809,0.8144851103662472,0.7591239105780814,0.7790773281876254,0.7453544578554678,0.7692309248158375,0.77365463080175,0.7837436945832206,0.7891792666886123,0.7725763868439304,0.7879191451358762,0.8073655598222957,0.7942071502116304,0.7646040699177463,0.7918840258226646,0.7596401761368109,0.7915846065850758,0.7631469263692607,0.7616821732210288,0.7324672267012298,0.7555431677078556,0.7792142532404274,0.7617259162964667,0.8114933082052403,0.8011330240437405,0.8116841035001514,0.8402786594759275,0.809382272973258,0.7901201372270102,0.7931628906572966,0.8307092772913105,0.821371924341682,0.8092657209206546,0.7865305791160558,0.7919676492930288,0.7814648492315729,0.7842076849846666,0.7829673483636977,0.7778783048362992,0.7542069997731833,0.7671582871934592,0.7595492661746727,0.8040711750052317,0.7950752979367749,0.7506873303560052,0.7996150659645251,0.792693046637115,0.8018458358749753,0.8775598173233231,0.8214479796125902,0.7897291478177129,0.8025671589451726,0.8078815010165542,0.794585045096907,0.8029382837386051,0.7557933626421278,0.7980369643769146,0.803686364546005,0.8511658975933774,0.7746139604005866,0.7780380471969741,0.7651698619690843,0.7617639985370067,0.7950594622710403,0.7655287866009185,0.8023512435876569
F27,0.7869289654581966,0.8063864003161628,0.7689878945075287,0.7698722902227236,0.7954172055013558,0.8831027315062082,0.7823055577711766,0.769156665546007,0.8241946458452938,0.842523075782713,0.8299335018628917,0.8229902223083378,0.8245993803356042,0.8284340001004316,0.7797355130929382,0.8422357716349803,0.76661602208452,0.7768443850868294,0.8195485401081988,0.806908202756506,0.7977929730409064,0.7727950524612256,0.7797825915765776,0.8061521815581367,0.8041206570980262,0.7649945932251778,0.8308160972943528,0.807885475750094,0.7876041825963,0.7997635446609979,0.8199217082600497,0.8510952425220667,0.8356288551820752,0.803154797859014,0.8394475452282569,0.831276870367227,0.0,0.8421359075432983,0.8624292336037989,0.7964328137470064,0.7966038365244499,0.8254318228964503,0.8262556624751766,0.8506418335748748,0.801079002571595,0.7521266181222737,0.840704265301146,0.7562043439251813,0.8073987188266107,0.7984447962662777,0.8098536297298438,0.8087738437288176,0.7995718063475382,0.8251428025139627,0.8377773754887159,0.8051639034941325,0.7913215554736919,0.8113068518440134,0.809159963614944,0.8091299409127728,0.7938515262571949,0.8047695107048165,0.7625379700621785,0.7757597919942615,0.7999369519937678,0.8156266376801982,0.8217113384218866,0.8254104444369412,0.855666531867838,0.830626749382326,0.8654433791692822,0.8323099235359279,0.8373310922893993,0.8653095549441776,0.8442662075691518,0.8098343051079521,0.8211229362108756,0.8078941562891905,0.7973645770456252,0.8068191537609357,0.7831902556133845,0.8343616979506571,0.7994043072430764,0.7633379487272427,0.75082527231545,0.861783465913984,0.7989468379580522,0.7882839656940581,0.8256350857460373,0.7961264821572644,0.7887706306336993,0.7839782108372426,0.7854547513585147,0.8178557144900529,0.777697576126421,0.8014357330252027,0.8213553245103643,0.7913579870089292,0.7703620459819084,0.8308922346002339,0.83740555603361,0.8061564928756298,0.8074802077921309,0.7995377227514618,0.7761164515945534,0.7360088089159108,0.7956417085972467,0.7746974591389666,0.7576104197730407
F28,0.7858779745210864,0.8165618446094146,0.7994006298862494,0.8135886107273547,0.7759284766993964,0.8504841852099843,0.7740124341226904,0.7930249467795389,0.8084662550024815,0.8284883706322216,0.8604497770064666,0.8130757630715373,0.8240203401281521,0.7986853714872029,0.7790826811758552,0.8176408940819593,0.7949998299135386,0.7861645691377017,0.8006974003212032,0.7877182470490799,0.7819269199751342,0.7641715451023451,0.7789909007368049,0.7932508526889535,0.7827413779018093,0.7678011561025427,0.8398347944816571,0.8258961283619279,0.8175555923867698,0.8210583576669919,0.8525876249261537,0.8373972820075051,0.8403423514354905,0.8501706070507542,0.8424020521157648,0.8142887336178722,0.8421359075432983,0.0,0.8606098628006802,0.8910794178434014,0.8353541978304861,0.8080975325062607,0.7832217828835415,0.8012834950546636,0.8064058959914383,0.7645042872049712,0.8039898289288288,0.7706611565320207,0.7711974719924667,0.7953847175619485,0.8045766895339211,0.7958921950385267,0.8149106647509089,0.8463814247863269,0.8178784193968803,0.8357256142224482,0.7806862094273223,0.8337445955600506,0.8028456870076401,0.7913269907129772,0.7811089161510826,0.7642782259727942,0.7435301528505291,0.7869769205690047,0.8352176355435121,0.7831552066279528,0.8360881472074165,0.8301006385633396,0.8470894336841645,0.8236122358084591,0.8481019292375973,0.8414738765679773,0.8768015580273003,0.855775977978135,0.8870396852191798,0.8301127842844852,0.8051951940370774,0.8329578993688684,0.8617352842665966,0.8259462958012495,0.791462253638377,0.7872932246862119,0.8138463658229276,0.7737426698114608,0.7648769628000511,0.8618016090260983,0.7916925965510496,0.756328522054396,0.8034470282145817,0.7859332031615582,0.8298464732202183,0.8040410097981006,0.8325327126743297,0.795541306910124,0.8028672278401118,0.8053919014812435,0.8122744853831556,0.7973518329596286,0.7746340991004288,0.7758798251770619,0.7887998774949887,0.796609938286935,0.7745975545194292,0.7857615028113225,0.7657227254016107,0.7937668330874886,0.8075648342890124,0.8130825474670004,0.8063189566083636
F92,0.781221930226715,0.811048428039443,0.7986842905396885,0.8003859589024835,0.8058158021054301,0.8512995011361408,0.8317574405013591,0.8025839805322005,0.8212752981413955,0.8607744985277335,0.8342046312712224,0.8325461874058402,0.8223147671455598,0.8436583850242507,0.8356754636931746,0.8416343712083824,0.8066188258528979,0.8007246722259309,0.8421599767633761,0.8224761119251114,0.8375077938477273,0.7824064544385784,0.7930709095237855,0.8141636648654877,0.8179071060385998,0.7850338545003498,0.8435177042609326,0.8425681039306219,0.8353410183153817,0.8679060140176822,0.8395487790412248,0.8546013293349946,0.8620566748481789,0.8342687821111824,0.8694056438965677,0.8278130577226746,0.8624292336037989,0.8606098628006802,0.0,0.8154378521700674,0.8012549010380405,0.8244067198475127,0.8207127146824927,0.8411119409214077,0.8241052007319033,0.7997486716879558,0.8378194464567675,0.8192414568567616,0.8152823075349752,0.8213330443087544,0.8264540502260328,0.8218266941707433,0.8193846568860719,0.8632461097802399,0.8823887069351923,0.8327933432329226,0.7967504792240989,0.834881328164675,0.8472774780083573,0.8007918507302486,0.8218461760244273,0.7867028932298452,0.7776354387392318,0.7898710733664734,0.8408745881396402,0.8351388350695798,0.8577359706799256,0.8767972623824574,0.8734025090013894,0.8756022432955798,0.8718887598034422,0.8542485094933411,0.8825075513260618,0.8751549431298543,0.8608792325780066,0.8643907437028121,0.8249288842526932,0.8190317846543265,0.8334305662521238,0.81245703038837,0.7906163833454849,0.8022685784850561,0.8097812609973912,0.8046666111954915,0.7903074528234889,0.8728710201250931,0.8221627011911335,0.7896490404571483,0.8221103018782805,0.8083405853531711,0.8090538541835703,0.7907649480527038,0.8231506223470975,0.8429343778098946,0.8060486375234882,0.8361400131532302,0.8447213078802687,0.8272027212334803,0.8050703134658727,0.8124549849100487,0.8511582585386449,0.8105377129834952,0.8094182032308366,0.8161104412149836,0.7773554074753823,0.7651992338518867,0.8218841561549509,0.807421938497791,0.7947283320862407
